date,lat,lon,tasmin,tasmax,tas,prtot,prsn
19510101,48.8954,2.39172,271.17,274.39,272.45,1.6e-05,1.47e-05
19510102,48.8954,2.39172,270.39,273.18,272.01,0.0,0.0
19510103,48.8954,2.39172,270.71,273.29,272.22,0.0,0.0
19510104,48.8954,2.39172,271.19,272.4,271.63,0.0,0.0
19510105,48.8954,2.39172,270.6,272.49,271.83,0.0,0.0
19510106,48.8954,2.39172,270.18,272.83,271.38,0.0,0.0
19510107,48.8954,2.39172,271.43,274.07,273.0,7.7e-06,7.7e-06
19510108,48.8954,2.39172,272.01,276.22,274.38,3.76e-05,1.1e-05
19510109,48.8954,2.39172,276.13,278.3,277.37,6.98e-05,0.0
19510110,48.8954,2.39172,277.54,281.82,280.02,9.4e-05,0.0
19510111,48.8954,2.39172,277.36,282.95,279.5,4.47e-05,0.0
19510112,48.8954,2.39172,277.36,283.57,279.4,5.3e-06,0.0
19510113,48.8954,2.39172,276.99,279.3,278.51,1.09e-05,0.0
19510114,48.8954,2.39172,278.7,282.1,280.6,2.03e-05,0.0
19510115,48.8954,2.39172,279.61,282.85,282.04,2.9e-06,0.0
19510116,48.8954,2.39172,280.94,283.66,282.68,0.0001417,0.0
19510117,48.8954,2.39172,276.39,281.82,279.76,0.0001285,0.0
19510118,48.8954,2.39172,276.03,283.31,278.86,1.43e-05,0.0
19510119,48.8954,2.39172,280.38,286.1,283.2,3.17e-05,0.0
19510120,48.8954,2.39172,281.57,285.39,283.59,0.0,0.0
19510121,48.8954,2.39172,279.8,282.23,280.8,0.0001455,0.0
19510122,48.8954,2.39172,279.24,284.67,282.45,8.93e-05,0.0
19510123,48.8954,2.39172,281.31,286.68,283.95,1.62e-05,0.0
19510124,48.8954,2.39172,280.29,282.65,281.76,0.0,0.0
19510125,48.8954,2.39172,279.69,282.94,281.24,0.0,0.0
19510126,48.8954,2.39172,281.01,284.18,282.16,1.28e-05,0.0
19510127,48.8954,2.39172,277.58,281.27,279.43,0.0,0.0
19510128,48.8954,2.39172,273.34,278.99,276.7,0.0,0.0
19510129,48.8954,2.39172,271.87,276.62,273.87,3e-07,3e-07
19510130,48.8954,2.39172,272.08,275.74,274.41,0.0,0.0
19510131,48.8954,2.39172,272.53,276.91,275.72,0.0,0.0
19510201,48.8954,2.39172,273.53,279.61,275.94,0.0,0.0
19510202,48.8954,2.39172,272.98,275.55,274.02,0.0,0.0
19510203,48.8954,2.39172,271.73,278.15,274.73,0.0,0.0
19510204,48.8954,2.39172,273.63,280.11,276.63,0.0,0.0
19510205,48.8954,2.39172,274.73,283.91,279.55,0.0,0.0
19510206,48.8954,2.39172,276.24,283.85,279.7,0.0,0.0
19510207,48.8954,2.39172,274.12,278.33,276.5,0.0,0.0
19510208,48.8954,2.39172,272.84,280.45,275.95,0.0,0.0
19510209,48.8954,2.39172,275.0,280.26,277.18,1.2e-06,0.0
19510210,48.8954,2.39172,277.26,283.63,280.57,0.0,0.0
19510211,48.8954,2.39172,275.88,285.16,279.47,0.0,0.0
19510212,48.8954,2.39172,276.37,281.06,278.76,1.21e-05,0.0
19510213,48.8954,2.39172,276.14,280.29,278.19,0.0,0.0
19510214,48.8954,2.39172,276.63,279.52,278.34,3.58e-05,0.0
19510215,48.8954,2.39172,275.86,278.96,277.56,2.47e-05,0.0
19510216,48.8954,2.39172,278.76,283.47,281.1,1.04e-05,0.0
19510217,48.8954,2.39172,279.31,284.45,282.18,7.08e-05,0.0
19510218,48.8954,2.39172,280.49,283.23,281.92,4.9e-06,0.0
19510219,48.8954,2.39172,280.56,282.35,281.3,1.04e-05,0.0
19510220,48.8954,2.39172,274.86,279.96,277.97,0.0,0.0
19510221,48.8954,2.39172,274.12,283.06,279.03,2.84e-05,0.0
19510222,48.8954,2.39172,281.32,286.76,284.08,1.68e-05,0.0
19510223,48.8954,2.39172,281.92,284.99,283.82,8.84e-05,0.0
19510224,48.8954,2.39172,279.05,281.94,280.49,6.8e-06,0.0
19510225,48.8954,2.39172,274.38,283.18,279.21,0.0,0.0
19510226,48.8954,2.39172,274.43,283.89,278.48,6.35e-05,0.0
19510227,48.8954,2.39172,278.48,282.9,280.69,1.45e-05,0.0
19510228,48.8954,2.39172,278.85,287.62,283.61,0.0,0.0
19510301,48.8954,2.39172,283.46,291.18,286.73,0.0,0.0
19510302,48.8954,2.39172,281.44,283.84,282.27,1.54e-05,0.0
19510303,48.8954,2.39172,278.81,283.4,281.27,1.35e-05,0.0
19510304,48.8954,2.39172,278.7,282.8,280.73,2.57e-05,0.0
19510305,48.8954,2.39172,278.96,281.59,280.17,0.0,0.0
19510306,48.8954,2.39172,277.4,282.5,280.18,0.0,0.0
19510307,48.8954,2.39172,276.9,278.83,278.28,3.85e-05,0.0
19510308,48.8954,2.39172,279.2,284.2,281.89,0.0,0.0
19510309,48.8954,2.39172,281.08,285.89,283.81,5.8e-05,0.0
19510310,48.8954,2.39172,278.26,282.63,280.98,0.0,0.0
19510311,48.8954,2.39172,276.49,282.7,280.49,0.0,0.0
19510312,48.8954,2.39172,277.99,284.1,280.44,0.0,0.0
19510313,48.8954,2.39172,276.86,282.66,279.27,1.65e-05,0.0
19510314,48.8954,2.39172,277.52,282.57,279.69,4.31e-05,0.0
19510315,48.8954,2.39172,277.56,283.58,280.61,7.4e-06,0.0
19510316,48.8954,2.39172,279.75,281.92,280.96,5.11e-05,0.0
19510317,48.8954,2.39172,277.06,281.82,279.39,2e-05,0.0
19510318,48.8954,2.39172,280.93,283.4,282.23,4.98e-05,0.0
19510319,48.8954,2.39172,279.34,282.35,280.63,0.0,0.0
19510320,48.8954,2.39172,275.73,284.71,281.0,0.0,0.0
19510321,48.8954,2.39172,280.68,284.75,283.5,0.0,0.0
19510322,48.8954,2.39172,282.1,288.27,285.17,0.0,0.0
19510323,48.8954,2.39172,282.72,291.99,288.2,7e-06,0.0
19510324,48.8954,2.39172,282.39,284.25,283.16,2.82e-05,1.1e-06
19510325,48.8954,2.39172,278.18,281.76,279.2,3.17e-05,0.0
19510326,48.8954,2.39172,277.7,282.04,280.34,0.0,0.0
19510327,48.8954,2.39172,277.11,282.73,279.41,1.12e-05,0.0
19510328,48.8954,2.39172,278.21,282.46,280.53,2.28e-05,0.0
19510329,48.8954,2.39172,275.94,284.59,280.37,4.69e-05,0.0
19510330,48.8954,2.39172,280.38,291.42,285.21,9.46e-05,0.0
19510331,48.8954,2.39172,282.45,284.92,283.57,1.6e-05,0.0
19510401,48.8954,2.39172,280.79,284.14,283.17,0.0,0.0
19510402,48.8954,2.39172,280.05,285.04,282.42,0.0,0.0
19510403,48.8954,2.39172,278.05,285.17,282.22,2.4e-06,0.0
19510404,48.8954,2.39172,280.93,286.89,284.71,0.0,0.0
19510405,48.8954,2.39172,281.34,287.09,284.18,1.1e-06,1.1e-06
19510406,48.8954,2.39172,280.32,282.98,281.79,0.0,0.0
19510407,48.8954,2.39172,280.44,282.99,281.63,0.0,0.0
19510408,48.8954,2.39172,280.39,287.01,284.46,1.4e-06,0.0
19510409,48.8954,2.39172,284.73,292.45,288.74,5.95e-05,0.0
19510410,48.8954,2.39172,286.97,290.87,289.73,5.55e-05,0.0
19510411,48.8954,2.39172,285.84,286.8,286.33,1.2e-06,0.0
19510412,48.8954,2.39172,282.74,290.46,286.9,0.0,0.0
19510413,48.8954,2.39172,280.53,291.96,285.95,0.0,0.0
19510414,48.8954,2.39172,282.75,291.5,287.04,0.0,0.0
19510415,48.8954,2.39172,282.7,285.18,283.79,4.78e-05,0.0
19510416,48.8954,2.39172,280.22,285.52,282.85,8.5e-06,0.0
19510417,48.8954,2.39172,277.3,286.83,281.42,2.9e-06,0.0
19510418,48.8954,2.39172,277.8,282.03,280.69,8.57e-05,0.0
19510419,48.8954,2.39172,277.75,281.52,279.68,0.0,0.0
19510420,48.8954,2.39172,276.69,283.05,280.52,2.41e-05,0.0
19510421,48.8954,2.39172,279.06,286.0,282.9,3.54e-05,0.0
19510422,48.8954,2.39172,278.7,284.66,281.4,1.5e-06,0.0
19510423,48.8954,2.39172,277.02,282.85,279.57,0.0,0.0
19510424,48.8954,2.39172,275.69,285.5,280.82,0.0,0.0
19510425,48.8954,2.39172,276.99,286.22,282.4,2.7e-06,0.0
19510426,48.8954,2.39172,278.2,286.13,282.59,0.0,0.0
19510427,48.8954,2.39172,279.14,288.86,284.05,0.0,0.0
19510428,48.8954,2.39172,278.06,291.41,284.84,0.0,0.0
19510429,48.8954,2.39172,279.68,292.65,285.78,0.0,0.0
19510430,48.8954,2.39172,282.54,296.38,288.59,0.0,0.0
19510501,48.8954,2.39172,283.66,298.17,289.62,1.63e-05,0.0
19510502,48.8954,2.39172,285.67,291.59,288.69,0.0,0.0
19510503,48.8954,2.39172,283.79,292.25,288.53,0.0,0.0
19510504,48.8954,2.39172,285.45,287.51,286.57,0.0001957,0.0
19510505,48.8954,2.39172,282.92,288.74,285.11,0.0,0.0
19510506,48.8954,2.39172,281.19,292.33,286.65,2.6e-06,0.0
19510507,48.8954,2.39172,284.76,301.36,295.02,7.5e-06,0.0
19510508,48.8954,2.39172,288.15,294.34,291.12,7.38e-05,0.0
19510509,48.8954,2.39172,285.96,290.63,288.27,0.0001165,0.0
19510510,48.8954,2.39172,285.36,287.42,286.44,6.04e-05,0.0
19510511,48.8954,2.39172,284.86,290.55,288.75,0.0,0.0
19510512,48.8954,2.39172,287.73,292.49,290.93,0.0,0.0
19510513,48.8954,2.39172,285.74,296.96,290.97,0.0,0.0
19510514,48.8954,2.39172,285.36,298.9,292.19,2.3e-06,0.0
19510515,48.8954,2.39172,285.4,291.12,288.32,4.27e-05,0.0
19510516,48.8954,2.39172,283.83,292.75,288.89,0.0,0.0
19510517,48.8954,2.39172,285.31,298.58,291.99,0.0,0.0
19510518,48.8954,2.39172,287.03,298.23,292.73,0.0,0.0
19510519,48.8954,2.39172,286.71,298.86,292.07,0.0,0.0
19510520,48.8954,2.39172,285.6,297.97,290.59,0.0,0.0
19510521,48.8954,2.39172,285.34,299.29,291.21,0.0,0.0
19510522,48.8954,2.39172,285.23,293.06,289.47,0.0,0.0
19510523,48.8954,2.39172,284.1,297.33,290.23,0.0,0.0
19510524,48.8954,2.39172,285.94,299.16,293.92,1.3e-06,0.0
19510525,48.8954,2.39172,283.94,290.5,287.29,0.0001016,0.0
19510526,48.8954,2.39172,282.84,285.77,283.75,2.56e-05,0.0
19510527,48.8954,2.39172,280.77,284.41,282.36,2.27e-05,0.0
19510528,48.8954,2.39172,279.94,287.21,282.89,6.2e-06,0.0
19510529,48.8954,2.39172,280.31,290.05,285.48,7.39e-05,0.0
19510530,48.8954,2.39172,285.91,288.18,287.19,0.0001072,0.0
19510531,48.8954,2.39172,283.82,290.67,287.78,1.24e-05,0.0
19510601,48.8954,2.39172,286.01,288.52,287.41,5.35e-05,0.0
19510602,48.8954,2.39172,284.46,288.3,286.43,0.0,0.0
19510603,48.8954,2.39172,283.8,289.52,286.01,2.29e-05,0.0
19510604,48.8954,2.39172,282.76,288.07,285.62,1.46e-05,0.0
19510605,48.8954,2.39172,281.95,291.2,286.51,2.16e-05,0.0
19510606,48.8954,2.39172,285.48,289.6,287.4,1.94e-05,0.0
19510607,48.8954,2.39172,285.59,290.03,288.39,1.87e-05,0.0
19510608,48.8954,2.39172,287.11,287.32,287.23,2.28e-05,0.0
19510609,48.8954,2.39172,286.9,293.48,290.6,0.0,0.0
19510610,48.8954,2.39172,285.31,291.13,288.21,2.94e-05,0.0
19510611,48.8954,2.39172,287.08,296.66,292.02,0.0,0.0
19510612,48.8954,2.39172,289.0,298.76,293.99,0.0,0.0
19510613,48.8954,2.39172,286.1,297.43,291.82,0.0,0.0
19510614,48.8954,2.39172,286.57,296.71,291.63,0.0,0.0
19510615,48.8954,2.39172,287.18,297.48,291.52,0.0,0.0
19510616,48.8954,2.39172,286.82,295.36,291.56,0.0,0.0
19510617,48.8954,2.39172,286.5,294.52,289.68,0.0,0.0
19510618,48.8954,2.39172,285.91,294.43,291.01,0.0,0.0
19510619,48.8954,2.39172,286.05,295.64,290.84,0.0,0.0
19510620,48.8954,2.39172,287.19,295.58,291.55,0.0,0.0
19510621,48.8954,2.39172,286.92,297.06,290.57,0.0,0.0
19510622,48.8954,2.39172,288.37,295.81,292.75,0.0,0.0
19510623,48.8954,2.39172,289.61,292.89,291.16,1.57e-05,0.0
19510624,48.8954,2.39172,286.93,293.57,290.71,0.0,0.0
19510625,48.8954,2.39172,283.65,296.24,290.4,0.0,0.0
19510626,48.8954,2.39172,285.47,301.26,293.71,0.0,0.0
19510627,48.8954,2.39172,285.98,295.88,291.99,0.0,0.0
19510628,48.8954,2.39172,287.15,294.03,290.32,0.0,0.0
19510629,48.8954,2.39172,286.38,296.71,291.96,0.0,0.0
19510630,48.8954,2.39172,288.76,301.23,294.31,3.06e-05,0.0
19510701,48.8954,2.39172,289.44,295.55,292.8,0.0,0.0
19510702,48.8954,2.39172,289.68,303.4,297.03,0.0,0.0
19510703,48.8954,2.39172,294.11,304.65,299.59,0.0,0.0
19510704,48.8954,2.39172,292.89,303.28,298.89,0.0,0.0
19510705,48.8954,2.39172,292.36,300.49,294.51,0.0,0.0
19510706,48.8954,2.39172,291.95,300.34,296.1,0.0,0.0
19510707,48.8954,2.39172,291.21,297.56,294.15,5.7e-06,0.0
19510708,48.8954,2.39172,292.19,297.17,294.22,4.71e-05,0.0
19510709,48.8954,2.39172,290.67,299.8,294.16,3e-06,0.0
19510710,48.8954,2.39172,290.02,297.19,294.31,4.47e-05,0.0
19510711,48.8954,2.39172,288.39,295.86,292.29,0.0,0.0
19510712,48.8954,2.39172,287.61,292.89,290.38,0.0001677,0.0
19510713,48.8954,2.39172,286.87,296.37,291.23,0.0,0.0
19510714,48.8954,2.39172,288.2,297.18,293.8,0.0,0.0
19510715,48.8954,2.39172,291.76,300.1,295.11,0.0,0.0
19510716,48.8954,2.39172,290.28,296.76,294.39,1.54e-05,0.0
19510717,48.8954,2.39172,289.3,299.56,293.07,0.0,0.0
19510718,48.8954,2.39172,290.03,299.99,295.61,5.9e-06,0.0
19510719,48.8954,2.39172,293.43,297.67,295.32,5.09e-05,0.0
19510720,48.8954,2.39172,292.74,299.83,296.08,2.2e-06,0.0
19510721,48.8954,2.39172,291.28,299.96,295.54,0.0,0.0
19510722,48.8954,2.39172,290.43,296.3,292.76,2.24e-05,0.0
19510723,48.8954,2.39172,287.31,301.11,294.71,0.0,0.0
19510724,48.8954,2.39172,290.34,305.45,297.16,0.0,0.0
19510725,48.8954,2.39172,292.18,308.48,300.15,0.0,0.0
19510726,48.8954,2.39172,295.58,309.29,302.34,0.0,0.0
19510727,48.8954,2.39172,292.61,301.99,296.64,4.08e-05,0.0
19510728,48.8954,2.39172,289.27,294.06,291.7,0.0,0.0
19510729,48.8954,2.39172,287.67,293.72,290.7,0.0,0.0
19510730,48.8954,2.39172,287.67,291.11,289.32,5.76e-05,0.0
19510731,48.8954,2.39172,285.39,291.84,288.85,0.0,0.0
19510801,48.8954,2.39172,286.79,293.89,290.45,0.0,0.0
19510802,48.8954,2.39172,287.67,295.96,292.14,0.0,0.0
19510803,48.8954,2.39172,288.32,299.95,294.47,0.0,0.0
19510804,48.8954,2.39172,289.62,302.63,294.48,0.0,0.0
19510805,48.8954,2.39172,290.97,305.21,297.46,0.0,0.0
19510806,48.8954,2.39172,295.01,306.36,301.25,0.0,0.0
19510807,48.8954,2.39172,295.28,304.8,300.59,0.0,0.0
19510808,48.8954,2.39172,295.7,304.06,300.09,8.5e-06,0.0
19510809,48.8954,2.39172,294.28,304.74,300.12,0.0,0.0
19510810,48.8954,2.39172,293.8,307.06,301.09,0.0,0.0
19510811,48.8954,2.39172,292.69,304.1,299.24,0.0,0.0
19510812,48.8954,2.39172,295.34,303.76,300.05,2.34e-05,0.0
19510813,48.8954,2.39172,293.43,296.58,295.07,0.000177,0.0
19510814,48.8954,2.39172,292.82,295.68,294.18,9.82e-05,0.0
19510815,48.8954,2.39172,291.18,293.09,292.16,0.000182,0.0
19510816,48.8954,2.39172,289.14,292.77,290.82,6.94e-05,0.0
19510817,48.8954,2.39172,287.69,296.06,292.32,0.0001599,0.0
19510818,48.8954,2.39172,290.18,295.21,292.52,3.7e-06,0.0
19510819,48.8954,2.39172,287.95,297.79,293.26,1.5e-06,0.0
19510820,48.8954,2.39172,290.15,294.18,292.23,0.0002291,0.0
19510821,48.8954,2.39172,290.48,297.38,293.11,0.0,0.0
19510822,48.8954,2.39172,290.66,296.81,293.91,2.1e-06,0.0
19510823,48.8954,2.39172,288.66,296.13,291.6,1.88e-05,0.0
19510824,48.8954,2.39172,287.43,295.74,291.81,0.0,0.0
19510825,48.8954,2.39172,289.07,295.31,291.87,1.77e-05,0.0
19510826,48.8954,2.39172,287.83,294.94,291.23,6.97e-05,0.0
19510827,48.8954,2.39172,289.49,295.35,292.31,8.2e-06,0.0
19510828,48.8954,2.39172,290.99,294.68,293.04,0.0,0.0
19510829,48.8954,2.39172,291.13,297.36,293.77,0.0001193,0.0
19510830,48.8954,2.39172,287.89,294.75,292.52,0.0001163,0.0
19510831,48.8954,2.39172,285.27,293.7,289.73,0.0001118,0.0
19510901,48.8954,2.39172,286.94,292.55,288.73,0.0002114,0.0
19510902,48.8954,2.39172,286.98,294.32,290.98,3.9e-06,0.0
19510903,48.8954,2.39172,286.47,294.04,290.13,0.0,0.0
19510904,48.8954,2.39172,286.94,295.9,290.88,0.0,0.0
19510905,48.8954,2.39172,286.02,294.2,290.81,0.0,0.0
19510906,48.8954,2.39172,285.51,292.66,288.24,0.0,0.0
19510907,48.8954,2.39172,283.88,293.42,289.27,0.0,0.0
19510908,48.8954,2.39172,285.37,293.88,288.21,0.0,0.0
19510909,48.8954,2.39172,286.15,295.57,291.3,0.0,0.0
19510910,48.8954,2.39172,289.01,292.85,291.15,1.19e-05,0.0
19510911,48.8954,2.39172,288.24,292.59,290.33,6.5e-06,0.0
19510912,48.8954,2.39172,289.94,295.89,292.63,0.0,0.0
19510913,48.8954,2.39172,287.57,296.74,291.56,3.98e-05,0.0
19510914,48.8954,2.39172,285.01,290.29,287.5,0.0,0.0
19510915,48.8954,2.39172,282.88,289.89,286.06,1.36e-05,0.0
19510916,48.8954,2.39172,282.28,290.3,286.85,1.55e-05,0.0
19510917,48.8954,2.39172,282.88,291.05,286.23,9.2e-06,0.0
19510918,48.8954,2.39172,284.23,291.29,287.68,2.6e-06,0.0
19510919,48.8954,2.39172,283.73,288.73,286.14,2.66e-05,0.0
19510920,48.8954,2.39172,283.22,289.07,286.69,9.6e-06,0.0
19510921,48.8954,2.39172,281.81,289.85,285.57,0.0,0.0
19510922,48.8954,2.39172,280.57,289.42,285.88,0.0,0.0
19510923,48.8954,2.39172,280.6,292.11,286.09,0.0,0.0
19510924,48.8954,2.39172,282.77,291.99,286.63,0.0,0.0
19510925,48.8954,2.39172,283.53,289.02,286.7,0.0,0.0
19510926,48.8954,2.39172,283.1,290.59,286.83,0.0,0.0
19510927,48.8954,2.39172,282.59,292.89,286.84,1.9e-06,0.0
19510928,48.8954,2.39172,283.61,293.27,287.3,3.5e-05,1e-06
19510929,48.8954,2.39172,283.4,290.38,287.08,1.3e-06,0.0
19510930,48.8954,2.39172,282.62,290.87,286.44,1.3e-06,0.0
19511001,48.8954,2.39172,284.7,291.02,288.64,0.0,0.0
19511002,48.8954,2.39172,283.35,289.94,286.7,3.2e-05,0.0
19511003,48.8954,2.39172,280.37,289.32,285.61,0.0,0.0
19511004,48.8954,2.39172,279.31,290.26,284.29,0.0,0.0
19511005,48.8954,2.39172,278.37,290.72,283.22,0.0,0.0
19511006,48.8954,2.39172,278.45,291.3,283.37,0.0,0.0
19511007,48.8954,2.39172,278.28,291.74,283.9,0.0,0.0
19511008,48.8954,2.39172,279.86,288.03,283.17,0.0,0.0
19511009,48.8954,2.39172,280.39,290.19,284.55,0.0,0.0
19511010,48.8954,2.39172,281.76,289.25,285.78,0.0,0.0
19511011,48.8954,2.39172,280.89,291.39,285.49,0.0,0.0
19511012,48.8954,2.39172,280.78,291.25,286.5,0.0,0.0
19511013,48.8954,2.39172,284.6,287.23,285.61,1.27e-05,0.0
19511014,48.8954,2.39172,283.5,289.8,285.79,1.8e-06,0.0
19511015,48.8954,2.39172,281.98,291.37,286.4,0.0,0.0
19511016,48.8954,2.39172,281.8,291.25,288.3,0.0,0.0
19511017,48.8954,2.39172,282.2,291.25,287.18,0.0,0.0
19511018,48.8954,2.39172,281.59,288.06,284.86,1.69e-05,0.0
19511019,48.8954,2.39172,280.51,288.99,284.35,8.4e-06,0.0
19511020,48.8954,2.39172,285.77,293.7,290.08,0.0,0.0
19511021,48.8954,2.39172,287.42,298.34,291.57,0.0,0.0
19511022,48.8954,2.39172,287.17,293.99,291.25,2.06e-05,0.0
19511023,48.8954,2.39172,283.93,291.1,286.56,1.3e-06,0.0
19511024,48.8954,2.39172,285.67,292.41,289.6,0.0,0.0
19511025,48.8954,2.39172,286.64,288.74,287.51,3.39e-05,0.0
19511026,48.8954,2.39172,280.79,287.06,284.55,0.0,0.0
19511027,48.8954,2.39172,280.13,286.77,283.43,0.0,0.0
19511028,48.8954,2.39172,282.95,292.66,286.81,0.0,0.0
19511029,48.8954,2.39172,283.47,292.55,287.8,0.0,0.0
19511030,48.8954,2.39172,281.99,291.71,286.88,0.0,0.0
19511031,48.8954,2.39172,283.56,290.4,287.44,0.0,0.0
19511101,48.8954,2.39172,285.23,286.42,285.74,1.11e-05,0.0
19511102,48.8954,2.39172,280.03,286.38,282.83,0.0,0.0
19511103,48.8954,2.39172,279.24,286.24,283.33,0.0,0.0
19511104,48.8954,2.39172,284.29,287.49,285.46,9.4e-06,0.0
19511105,48.8954,2.39172,283.82,286.81,285.05,6.05e-05,0.0
19511106,48.8954,2.39172,281.6,285.82,284.39,1.73e-05,0.0
19511107,48.8954,2.39172,284.38,289.61,286.91,6.23e-05,0.0
19511108,48.8954,2.39172,288.42,291.67,290.38,0.0,0.0
19511109,48.8954,2.39172,287.41,293.22,289.48,2.35e-05,0.0
19511110,48.8954,2.39172,285.58,292.97,289.89,0.0,0.0
19511111,48.8954,2.39172,283.95,292.16,288.57,0.0,0.0
19511112,48.8954,2.39172,284.62,290.28,287.79,3.54e-05,0.0
19511113,48.8954,2.39172,283.28,288.0,285.54,3.6e-06,0.0
19511114,48.8954,2.39172,280.48,286.76,284.78,0.0,0.0
19511115,48.8954,2.39172,282.45,289.21,286.12,0.0,0.0
19511116,48.8954,2.39172,287.28,291.77,289.18,0.0,0.0
19511117,48.8954,2.39172,285.41,291.45,289.14,8.47e-05,0.0
19511118,48.8954,2.39172,281.15,286.38,284.69,0.0,0.0
19511119,48.8954,2.39172,276.62,282.83,280.49,0.0,0.0
19511120,48.8954,2.39172,276.09,280.81,278.06,5.85e-05,0.0
19511121,48.8954,2.39172,276.13,281.06,278.62,1.78e-05,0.0
19511122,48.8954,2.39172,275.43,277.24,276.71,0.0,0.0
19511123,48.8954,2.39172,273.73,277.7,276.03,3.48e-05,6.9e-06
19511124,48.8954,2.39172,273.23,276.46,275.2,4.25e-05,9.1e-06
19511125,48.8954,2.39172,275.71,279.55,277.21,2.06e-05,0.0
19511126,48.8954,2.39172,277.56,283.41,280.61,4e-06,0.0
19511127,48.8954,2.39172,279.31,283.86,281.4,0.0,0.0
19511128,48.8954,2.39172,279.05,282.76,280.68,6.7e-06,0.0
19511129,48.8954,2.39172,275.23,281.92,279.61,0.0,0.0
19511130,48.8954,2.39172,272.39,278.36,274.66,0.0,0.0
19511201,48.8954,2.39172,272.63,276.92,274.46,0.0,0.0
19511202,48.8954,2.39172,272.17,274.74,273.35,0.0,0.0
19511203,48.8954,2.39172,270.92,274.11,272.49,0.0,0.0
19511204,48.8954,2.39172,271.09,274.84,272.71,0.0,0.0
19511205,48.8954,2.39172,271.96,275.06,273.0,0.0,0.0
19511206,48.8954,2.39172,271.18,275.68,274.14,0.0,0.0
19511207,48.8954,2.39172,271.56,277.97,275.25,0.0,0.0
19511208,48.8954,2.39172,272.06,274.7,273.61,5.1e-06,5.1e-06
19511209,48.8954,2.39172,273.25,276.91,274.9,0.0,0.0
19511210,48.8954,2.39172,272.08,276.87,274.91,0.0,0.0
19511211,48.8954,2.39172,273.57,277.29,275.62,0.0,0.0
19511212,48.8954,2.39172,277.06,285.49,280.87,2.99e-05,0.0
19511213,48.8954,2.39172,277.92,284.48,281.26,0.0,0.0
19511214,48.8954,2.39172,278.3,281.39,279.74,1.62e-05,0.0
19511215,48.8954,2.39172,276.73,280.6,278.48,7e-07,7e-07
19511216,48.8954,2.39172,278.64,278.73,278.69,9.7e-06,0.0
19511217,48.8954,2.39172,276.09,276.28,276.18,3.4e-06,0.0
19511218,48.8954,2.39172,276.29,277.75,277.13,5.2e-06,0.0
19511219,48.8954,2.39172,275.74,280.77,278.89,7.07e-05,0.0
19511220,48.8954,2.39172,278.2,279.21,278.66,0.0,0.0
19511221,48.8954,2.39172,278.75,278.91,278.84,1.4e-06,0.0
19511222,48.8954,2.39172,276.84,279.58,278.05,0.0,0.0
19511223,48.8954,2.39172,273.13,276.93,274.87,0.0,0.0
19511224,48.8954,2.39172,272.87,273.8,273.47,0.0,0.0
19511225,48.8954,2.39172,272.89,273.34,273.09,0.0,0.0
19511226,48.8954,2.39172,272.74,273.02,272.91,0.0,0.0
19511227,48.8954,2.39172,269.84,273.35,271.84,0.0,0.0
19511228,48.8954,2.39172,269.78,274.09,272.2,1.12e-05,1.12e-05
19511229,48.8954,2.39172,270.81,273.98,272.28,0.0,0.0
19511230,48.8954,2.39172,271.04,272.56,271.94,0.0,0.0
19511231,48.8954,2.39172,270.66,273.57,272.29,0.0,0.0
19520101,48.8954,2.39172,269.58,272.95,271.25,0.0,0.0
19520102,48.8954,2.39172,268.6,272.75,271.76,0.0,0.0
19520103,48.8954,2.39172,269.41,273.78,270.82,4.2e-06,4.2e-06
19520104,48.8954,2.39172,273.16,274.05,273.66,7.6e-06,7.6e-06
19520105,48.8954,2.39172,268.55,273.73,270.63,2e-06,2e-06
19520106,48.8954,2.39172,265.71,270.0,268.83,0.0,0.0
19520107,48.8954,2.39172,265.01,270.56,268.27,0.0,0.0
19520108,48.8954,2.39172,263.29,271.18,267.78,0.0,0.0
19520109,48.8954,2.39172,268.01,270.26,269.4,1e-05,1e-05
19520110,48.8954,2.39172,269.54,273.35,271.9,7.6e-06,6.4e-06
19520111,48.8954,2.39172,269.93,273.69,272.2,1.01e-05,1.01e-05
19520112,48.8954,2.39172,269.1,276.06,272.64,2.03e-05,7.7e-06
19520113,48.8954,2.39172,279.3,283.86,281.48,1.64e-05,0.0
19520114,48.8954,2.39172,283.32,284.17,283.75,1.35e-05,0.0
19520115,48.8954,2.39172,285.07,285.43,285.32,2.97e-05,0.0
19520116,48.8954,2.39172,281.25,286.47,283.61,0.0,0.0
19520117,48.8954,2.39172,280.26,283.05,282.12,6.11e-05,0.0
19520118,48.8954,2.39172,273.91,279.84,276.88,0.0,0.0
19520119,48.8954,2.39172,277.37,279.83,278.88,7e-07,7e-07
19520120,48.8954,2.39172,277.27,280.23,278.94,5.3e-06,0.0
19520121,48.8954,2.39172,277.02,280.39,279.36,5.32e-05,0.0
19520122,48.8954,2.39172,276.88,281.04,278.92,3.5e-06,0.0
19520123,48.8954,2.39172,276.65,281.81,278.3,9.64e-05,0.0
19520124,48.8954,2.39172,278.51,280.95,280.07,0.0,0.0
19520125,48.8954,2.39172,279.32,281.39,280.07,2.7e-06,0.0
19520126,48.8954,2.39172,280.81,281.7,281.28,8.96e-05,0.0
19520127,48.8954,2.39172,280.22,281.95,281.02,3.83e-05,0.0
19520128,48.8954,2.39172,280.8,284.16,282.27,1.32e-05,0.0
